Name,METADATA Attribute,Required,Value Set Code,Category,Context,Description
"ukprn","ukprn(PER_ORGANIZATION_INFORMATION_EFF=UKHESA)","No","UK_HESA_Char10","Department","UK HESA Information",""
"recid","recid(PER_ORGANIZATION_INFORMATION_EFF=UKHESA)","No","UK_HESA_recid","Department","UK HESA Information",""
"recid","recid_Display(PER_ORGANIZATION_INFORMATION_EFF=UKHESA)","No","UK_HESA_recid","Department","UK HESA Information",""
"Zero Report","_ZERO_REPORT(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_SQWL_RULES_AK)","Yes","HRC_YES_NO","Payroll Statutory Unit For United States","Alaska State Quarterly Wage Listing Rules","Captures the zero report for Alaska."
"Zero Report","_ZERO_REPORT(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_SQWL_RULES_AK)","Yes","HRC_YES_NO","Tax Reporting Unit For United States","Alaska State Quarterly Wage Listing Rules Overrides","Captures the zero report for Alaska."
"Zero Report","_ZERO_REPORT_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_SQWL_RULES_AK)","Yes","HRC_YES_NO","Payroll Statutory Unit For United States","Alaska State Quarterly Wage Listing Rules","Captures the zero report for Alaska."
"Zero Report","_ZERO_REPORT_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_SQWL_RULES_AK)","Yes","HRC_YES_NO","Tax Reporting Unit For United States","Alaska State Quarterly Wage Listing Rules Overrides","Captures the zero report for Alaska."
"Year-End Documents Publish Month","OraHrxCaEoyPublishMonth(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_TRU_EOY_REPORT_RULES)","No","ORA_HRX_CA_EOY_DOC_PUBLISH_MONTH","Payroll Statutory Unit For Canada","Year-End Reporting Rules",""
"Year-End Documents Publish Month","OraHrxCaEoyPublishMonth(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_TRU_EOY_REPORT_RULES)","No","ORA_HRX_CA_EOY_DOC_PUBLISH_MONTH","Tax Reporting Unit For Canada","Year-End Reporting Rules",""
"Year-End Documents Publish Month","OraHrxCaEoyPublishMonth_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_TRU_EOY_REPORT_RULES)","No","ORA_HRX_CA_EOY_DOC_PUBLISH_MONTH","Payroll Statutory Unit For Canada","Year-End Reporting Rules",""
"Year-End Documents Publish Month","OraHrxCaEoyPublishMonth_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_TRU_EOY_REPORT_RULES)","No","ORA_HRX_CA_EOY_DOC_PUBLISH_MONTH","Tax Reporting Unit For Canada","Year-End Reporting Rules",""
"Year-End Documents Publish Day","OraHrxCaEoyPublishDay(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_TRU_EOY_REPORT_RULES)","No","ORA_HRX_CA_EOY_DOC_PUBLISH_DAY","Payroll Statutory Unit For Canada","Year-End Reporting Rules",""
"Year-End Documents Publish Day","OraHrxCaEoyPublishDay(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_TRU_EOY_REPORT_RULES)","No","ORA_HRX_CA_EOY_DOC_PUBLISH_DAY","Tax Reporting Unit For Canada","Year-End Reporting Rules",""
"Year-End Documents Publish Day","OraHrxCaEoyPublishDay_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_TRU_EOY_REPORT_RULES)","No","ORA_HRX_CA_EOY_DOC_PUBLISH_DAY","Payroll Statutory Unit For Canada","Year-End Reporting Rules",""
"Year-End Documents Publish Day","OraHrxCaEoyPublishDay_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_TRU_EOY_REPORT_RULES)","No","ORA_HRX_CA_EOY_DOC_PUBLISH_DAY","Tax Reporting Unit For Canada","Year-End Reporting Rules",""
"Working Hours Type","workingHoursType(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_GB_PS_CSP_PSU_DETAILS)","No","ORA_HRX_GB_PS_CSP_WRK_HRS_TYPE","Payroll Statutory Unit For United Kingdom","Civil Service Pension Scheme Information",""
"Working Hours Regime","workingHoursRegime(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_BR_LEMP_DETAIL)","No","ORA_HRX_BR_LEMP_WORKING_HOURS_REGIME","Legal Employer For Brazil","Brazilian Legal Employer Details",""
"Working Hours Regime","workingHoursRegime_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_BR_LEMP_DETAIL)","No","ORA_HRX_BR_LEMP_WORKING_HOURS_REGIME","Legal Employer For Brazil","Brazilian Legal Employer Details",""
"Workers' Compensation Fees Due","_WORKERS_COMP_FEES_DUE(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_SQWL_RULES_NM)","Yes","HRX_US_WORKERS_COMP_FEES_DUE","Tax Reporting Unit For United States","New Mexico State Quarterly Wage Listing Rules Overrides","Captures Workers Compensation Fees Due."
"Workers' Compensation Fees Due","_WORKERS_COMP_FEES_DUE_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_SQWL_RULES_NM)","Yes","HRX_US_WORKERS_COMP_FEES_DUE","Tax Reporting Unit For United States","New Mexico State Quarterly Wage Listing Rules Overrides","Captures Workers Compensation Fees Due."
"Workers Compensation Province","oraHrxCaWcDeptProv(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_WC_DEPT)","Yes","ORA_HRX_CA_WC_PROV","Department","Canada Workers Compensation Department Information","Captures the Workers Compensation Province Override at Department Level."
"Workers Compensation Province","oraHrxCaWcDeptProv_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_WC_DEPT)","Yes","ORA_HRX_CA_WC_PROV","Department","Canada Workers Compensation Department Information","Captures the Workers Compensation Province Override at Department Level."
"Workers Compensation Payroll Statutory Unit","oraHrxCaWcDeptPsu(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_WC_DEPT)","Yes","ORA_HRX_CA_PM_PSU","Department","Canada Workers Compensation Department Information","Captures the Workers Compensation PSU Override at Department Level."
"Workers Compensation Payroll Statutory Unit","oraHrxCaWcDeptPsu_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_WC_DEPT)","Yes","ORA_HRX_CA_PM_PSU","Department","Canada Workers Compensation Department Information","Captures the Workers Compensation PSU Override at Department Level."
"Workers Compensation Classification Unit Override","oraHrxCaWcDeptClUnit(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_WC_DEPT)","Yes","ORA_HRX_CA_WC_CL_UNIT","Department","Canada Workers Compensation Department Information","Captures the Workers Compensation Classification Unit Override at Department Level."
"Workers Compensation Classification Unit Override","oraHrxCaWcDeptClUnit_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_WC_DEPT)","Yes","ORA_HRX_CA_WC_CL_UNIT","Department","Canada Workers Compensation Department Information","Captures the Workers Compensation Classification Unit Override at Department Level."
"Workers Compensation Board","oraHrxCaAbWcBoard(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_PSU_WC_AB_HEADER)","No","ORA_HRX_CA_WC_BOARD_NAMES","Payroll Statutory Unit For Canada","Alberta Workers Compensation","Captures the Alberta Workers Compensation Board Information."
"Workers Compensation Board","oraHrxCaAbWcBoard_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_PSU_WC_AB_HEADER)","No","ORA_HRX_CA_WC_BOARD_NAMES","Payroll Statutory Unit For Canada","Alberta Workers Compensation","Captures the Alberta Workers Compensation Board Information."
"Workers Compensation Board","oraHrxCaBcWcBoard(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_PSU_WC_BC_HEADER)","No","ORA_HRX_CA_WC_BOARD_NAMES","Payroll Statutory Unit For Canada","British Columbia Workers Compensation","Captures the British Columbia Workers Compensation Board Information."
"Workers Compensation Board","oraHrxCaBcWcBoard_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_PSU_WC_BC_HEADER)","No","ORA_HRX_CA_WC_BOARD_NAMES","Payroll Statutory Unit For Canada","British Columbia Workers Compensation","Captures the British Columbia Workers Compensation Board Information."
"Workers Compensation Board","oraHrxCaMbWcBoard(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_PSU_WC_MB_HEADER)","No","ORA_HRX_CA_WC_BOARD_NAMES","Payroll Statutory Unit For Canada","Manitoba Workers Compensation","Captures the Manitoba Workers Compensation Board Information."
"Workers Compensation Board","oraHrxCaMbWcBoard_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_PSU_WC_MB_HEADER)","No","ORA_HRX_CA_WC_BOARD_NAMES","Payroll Statutory Unit For Canada","Manitoba Workers Compensation","Captures the Manitoba Workers Compensation Board Information."
"Workers Compensation Board","oraHrxCaNbWcBoard(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_PSU_WC_NB_HEADER)","No","ORA_HRX_CA_WC_BOARD_NAMES","Payroll Statutory Unit For Canada","New Brunswick Workers Compensation","Captures the New Brunswick Workers Compensation Board Information."
"Workers Compensation Board","oraHrxCaNbWcBoard_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_PSU_WC_NB_HEADER)","No","ORA_HRX_CA_WC_BOARD_NAMES","Payroll Statutory Unit For Canada","New Brunswick Workers Compensation","Captures the New Brunswick Workers Compensation Board Information."
"Workers Compensation Board","oraHrxCaNlWcBoard(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_PSU_WC_NL_HEADER)","No","ORA_HRX_CA_WC_BOARD_NAMES","Payroll Statutory Unit For Canada","Newfoundland and Labrador Workers Compensation","Captures the Newfoundland and Labrador Workers Compensation Board Information."
"Workers Compensation Board","oraHrxCaNlWcBoard_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_PSU_WC_NL_HEADER)","No","ORA_HRX_CA_WC_BOARD_NAMES","Payroll Statutory Unit For Canada","Newfoundland and Labrador Workers Compensation","Captures the Newfoundland and Labrador Workers Compensation Board Information."
"Workers Compensation Board","oraHrxCaNsWcBoard(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_PSU_WC_NS_HEADER)","No","ORA_HRX_CA_WC_BOARD_NAMES","Payroll Statutory Unit For Canada","Nova Scotia Workers Compensation","Captures the Nova Scotia Workers Compensation Board Information."
"Workers Compensation Board","oraHrxCaNsWcBoard_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_PSU_WC_NS_HEADER)","No","ORA_HRX_CA_WC_BOARD_NAMES","Payroll Statutory Unit For Canada","Nova Scotia Workers Compensation","Captures the Nova Scotia Workers Compensation Board Information."
"Workers Compensation Board","oraHrxCaNtWcBoard(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_PSU_WC_NT_HEADER)","No","ORA_HRX_CA_WC_BOARD_NAMES","Payroll Statutory Unit For Canada","Northwest Territories Workers Compensation","Captures the Northwest Territories Workers Compensation Board Information."
